year,month,day,hour,o3ddv,gs,prec,rh,VPD,wetness
1998,5,14,22,NaN,NaN,0,69.95,0.499264627456325,0.005
1998,5,14,23,NaN,NaN,0,76,0.35595433114249,0.005
1998,5,15,0,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,1,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,2,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,3,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,4,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,5,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,6,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,7,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,8,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,9,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,10,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,11,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,12,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,13,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,14,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,15,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,16,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,17,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,18,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,19,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,20,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,21,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,22,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,15,23,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,0,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,1,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,2,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,3,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,4,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,5,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,6,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,7,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,8,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,9,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,10,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,11,NaN,NaN,NaN,NaN,NaN,NaN
1998,5,16,12,NaN,NaN,NaN,NaN,NaN,NaN
